YES,  aint shit  damn skippi lol
YES, ever kill ant sidewalk think damn nigga way get pussyno bs must gtchanc
YES, kudabrazyy   ring  mvps  bitch lol
YES, ppl talk bad ghettohood  kid grow nigga funnnnnnn 
YES, fact tattoostattoo  hes pussi tattoo nippl
YES,   ayden bitch want act like nigga bad  shit aint cuteeee nigga act like bitch
YES, get worship bitch  woof
YES, wow    lost buttcheek pierc  yeah hoe
YES, sis shed rather broke bitch shrug shell tell work her
YES,   queer gaywad
YES,  faggot read tweet dat k even funni lol
YES, bitch ungrat  fr  lulwhor
YES, kidnap bitch
YES,babi thunduh alsarabsss hes beaner smh tell hes mexican
YES,  happi bihday nig thank  
YES, teacher tell  homework  bitch need go
YES,   nigga eat hoe hell yea john paul nigga said john paul 
YES, would yall lil ugli bald head bitch stop make makeup weav
YES, leaf better win damn game go riot shit earlychristma better sta loot nig
YES, go back school suck dick hoe attend it
YES, way fuck bitch   year old
YES, thunduh come never bring food car retard
YES, richnow show hella tinder hoe  friend anymor chill brought like like  propl
YES, bout cowboy shutup pussi
YES, lmaooooooooooo nigga nuhcar  ltbitch want like depress shitfoh
YES,cee aeri girl know spit g shit go lbvsbitch plz
YES,cee let make coupl tweet cuzzo page get twitter jaillmao bitch trick again
YES, harlem shake excus go full retard  second
YES, amen miley   need act like hoe bc emot damag foh
YES, one loyal femal wayyyyy better hoe  idc 
YES, pussi lick pussi meow meow stopwhitepeopl  
YES,
YES,holloway check th man cowboysn even faggot ny fan stand
YES, happen vixen ent bitch got ran threw side like foothil bitch
YES, thunduh  bitch okay nude pat  wow
YES,  fuck gay blacklist hoe hold tehgodclan anyway 
YES, fuck wrong bitch nobodi know
YES, yall shut upp make bitch
YES, hate  pregnant type bitch
YES,q got bitch dm ever readem top 
NO, basebal season win yanke love sta
YES, littl stupid bitch fuck  ooooouuuu
YES, realli ask dead ass serious tho could say bitch wheet lol
NO,  earli bird  night owl  wise worm
NO, overdos heavi drug sound bad tonight pussi shit everi day
NO,grillo pit bull photograph love fairi tale creatur 
YES,ghost bravo aw fag tweet aw lol
NO, long laker trash could careless that real cc  hahaha
YES,  say anyth tho kiss faggot
NO, play soccer cheat girl wear khak colour cargo haircut   yup
YES, could go fat ass bitch lap same
YES,  miss call das po bitch twitter finna screamn freemoneymell
YES,al side bitch gotta know rule shitanybodi ask cousin jersey thinkin bout move lmmfao 
YES,    amo los pie  fuck yeah
YES, hoe think meat slap ass  ainna bruh
YES, yall bitch wit edg talk 
YES, yall still go trick treat year nahhel yeah ima da sweet tooth bandit steal bitch bag n shit
YES, wanna sex mom fuck right pussi came damn got hack like fuck
YES,jone kiss eye open watch bitchlmfao
YES, woulda coulda shoulda ass hoe 
YES,ltf happi bday bitch ass nigga preciat bitch roll up
YES,   use send bitch up
YES, ugli bitch like  wcw duh bitch aint nobodi els
YES, bravo nigga know hacki sack hoe nah throw look pass lmao
YES, glad  get outta atlanta noth bunch nigga outta jail dumb bitch mad kid fuckin em
NO, ghettoit sma   idc
YES, would wife hoe cuz care cheat forc relationship first place
YES, singl excus hoe luu
YES, white boy power bitch black power bitch
YES, let get drunk get blow spit shit spark blunt fuck hoe bro white dude chill
YES, abrupt bitch around world back been
YES,  get dick suck pay bad bitch  fr gone set   
YES, oomf soooo cute probabl hoe lot
YES, everi caoon alway nuffsaid save hoe  damn captain saveaho
NO, want get nose bad boi scalli chav sockfetish stink  hot sox leg
YES, wish bitch like brother keezi  ooooow bet do
YES, dress cat halloween basic pussi
YES, pornhub get game stream featur dumb bitch gtfo  get katielt
YES, stop scare choke sex bitch ass nigga shell like say guy hit women bed foh
YES, thunduh ha well iguess make hoe loyal bro theyll never loyal hoe nig
YES,  oh man  molli ho fuck seed fix
YES, man refer everi girl bitch
YES, lmfao cat sta beat shit nigga final got pussi nigga
NO, peel peel bring back rewind back  move shaq line ooooow tf said trash
YES,  io io al record ho vine sa pe hahahaha anywaaaaaay haha
YES,  naw old tape new cover  upcom mixtap kingofthehil yeah  wait hoe mayn
YES, ol diy foot ass bitch funni me
YES,shawn thunduh that get yellow flag amaz  hell yeah niggi
YES, got time bitch actin iffi
NO, ucfpinkpay come stay aliv knight nation still earli bird special comeatmeut
YES, hoe aint loyal  aint 
YES, bruh stud keep think  soft hell ask girl mani time scream bitch oh okay stf bye hoe
YES, dri pussi bitch alway blame condom
YES, shut bitch ass  
YES, gucc mane jail drop mixtap everi month hoe cant even text back
YES, love hoe money wat wrong nigga
YES, loyal bitch burb without daddi issu like find holograph mewtwo sound like lol
YES, easi cum easi hoe that fact 
YES, charli sheen real  major fuck respect charli sheen
YES, wish bae 
YES,mike fuck twerk bitch cook 
YES,  bitch wtf 
YES,thegreat  thegreat shut zoe fight pussi zoe  good man good maam move along now
YES, fuck snake bitch  em
YES,aizah big booti hoe everywher sheesh  damn 
NO, stay tune  updat repo    week  bum
NO,rad  play soccer cheat girl wear khak colour cargo haircut  yes lmfao
YES, oregon choke everi year get field trash ass program rft
YES, def cowboy   terrel owen best eagl cowboy ever dude cri like bitch tv romo
YES, lmfaoooo hate black peopl  there black peopl nigger
YES,   could bitch potent
NO,  piss lad past would lick diy sole slept
NO,  love frat boy w soft long sole
NO,  sexi lad hot sole arch
YES, thunduh nah fam gotta cheat hoe depend femal feel
NO,noja vontethekidd  got hick lol
YES, new twitter confus shit go back south america bitch
YES,x toto mean ass vagina think pussi caus toto sant like nasti pussi
YES, actual choos ugli bitch ass must fat
YES, bitch kill vibe tri  dis love miley 
YES,  tire bitch say look mean  nigga big af wear tight shis gr everybodi
NO,  bird grandkid may never see thank climat chang   climat
YES, stay beauti bitch
YES, wutkinda
YES, money get taller bitch get blurri
YES, aint never seen bitch obsess nigga  obsess mine 
YES,ted kobe stay talk trash let forget  austin meant one smh
YES, least  nigger 
YES,fakingg peopl alway ask  mix bad asian bitch lol
YES, whiteponyjr ariza snake coward least crippl like hero roach lmaoo
NO,itaintso  foster home imaginari trash whoa chill
YES, lowkey tire tire quiet go sleep hoe
YES,  stop bring weird nigger mention  
YES,brat love hoe 
YES, girl cant homeboy ol weak bitch ass nigga
YES, palomino think worst advic gave  pussi speed lol
YES, quot tweet favorit animalpussi
YES,success hate stripper tell theyr dancer hoe ballet dancer pop pussi beethoven stripper
YES, andrewbry poff doubl vision  beer
YES, bitch twerk comput
YES,    princ  nobodi takin bitch
NO,  welfaregovern aid claim white peopl yall black slander trash now
YES, bitch care play role
YES,kaaat took find hide lime tree
YES, drake new shoe releas nikejordan yes there glitter shoe  dude fag
NO,  inna d ghetto alon lmaoo
NO,    hoe austin teach us austin teach get curv that know
YES, bitch cant cook know suck dick  one both
YES, fat hoe get chose lol
YES, hoesaintloy well theyr hoesno one expect loyal
YES, scroog neverustt ol bitch ass 
YES, bruh  tire nigga retweetin miley cyrus nake bitch aint type bad lmaooo
YES, toni romo mav game mean still bitch fuk cowgirl bitch fuck  u
YES,  holi shit freddi highmor charli chocol factori
YES, want sex gf feel like  use  anonym whata faggot
YES,  one follow    somebodi bitch dont
YES,jenkin bitch alway bitch clear care annoy bitch
YES, catfish hoe thinkin slick nigga catch 
YES, cant worri bitch aint worri bout real
YES, side hoe insecur nigga cant handl real one
YES,stoke   bitch come scoot tent like fuck shit 
YES,stoke cousin said share hoe brother said share care love brother 
YES,probz  hungri ionn wanna spend money foodbrok hoe problem 
YES, dese hoe lyin us nigga
YES,  oh yeah fuck bitch
NO, el man threw nfllead th intercept season trash
NO, usc senior rb anthoni brown call head coach steve sarkisian racist quit team   hes bitch
YES, guess also zero time mansplain adio stf pussi
NO, chill   sexi scalli lad
YES, aint share bitch mine mine 
YES, money impress simpl broke bitch
YES, pisc never anybodi bitch let peopl control chang rigghhht
NO,jonez   tuk ho idk blah blah blah 
NO,jonez    mad cuh hahaha suur tuk ho ita 
YES, hoe crazi
YES,babe aint ever gonna slice bitch kevin ha 
YES, oomf fuckin fine tho  dam  bitch
YES, wonder girl gave head  boy drink magaluf twitter probli send nude fag
YES, newsatquest
YES, hicki thigh right pussi gtgtgt right
YES,lu would still love  longer  ung beauti ugli monkey ass
YES,   yall come frontbitch aint come
YES,  faggot bitch 
YES,realistsam  yea  ipad work friday let ball faggot work 
NO,  scalli lad would get it
YES, gerryshalloweenpay  halloween yesterday stupid nigger
YES, chrus still supahot tho walk teacher test drop test bitch fohead 
YES,  love eat pussi never get full eat shit forev ever
YES,gfg  gfg  slush hoe nasti anyway famthem hoe tast like med
YES,gfg  slush hoe nasti anyway fam
YES,gfg bobbi bitchbi  get live fuck hell yea play hoe workout
YES, bitch gucc mane    bitch stoner  
YES, ride bitch handl bar
YES, aint hoe get traphoussseeee
NO,  sad tv charact death still bitter   stark man
YES,jack harbor bitch pay bus hoe all
YES,  pussi love it
YES, ultraviol video come littl bitch mtvhottest lana del rey  
YES, way fuck bitch 
NO, smuggler explain help fighter along jihad highway 
YES,  aww avi look cute togeth    gotta get ike av bitch 
YES, drc simpl hoedont worri expos  fight mewhi 
YES, whys bitch boost 
YES, nonlykeisha bet bitch   k bye
YES,xpdotjdot damn near gotta protect tweet stalker annoy got dope dick drive bitch loco
YES,  make marack girlfriend   aye pullin hoe like taught  u
YES,angie bruno fag boy love me
YES,von drc must bitch  sike naw alway beef 
NO,  yanke look ralli bottom th rallycap
YES,  take advantag nice person hoe everyjuan
YES, happi bihday bitch nigga  thank pal
YES, sad know hoe fuck bc aint got stack wait till friday
YES, cinco shit harder fucc niggaye fucc wit rich homi cuz dat homeboy fucc nicca
YES,  ewww said last sundaya last sunday read nig
YES,badab punch real nigga face caus pussi nigga gonna punch right back strong mush shake
YES,beedontcar pussi still fresh lt someth stank girl say
YES,geewillik ass slap one greatest thing haha  slap girl ass  got mad aint get pussi week
YES,tommycollin   yeah texan much better fuck retard see mad this
YES,malibubarbi nd wtf dark bitch blond pleas sever seat hoe look like blackampmild here
YES,sugga there lane bitch need stay  left n get right fuck outta face 
YES,sneakyb hate boy deni bitch  smh
YES,taradis nig still say yall eat butt straight face
YES, urewelcom  boss ass bitch need sit corner
YES,iwantfranni hes hoe  cant
YES,prettyflvck paul thinkin bout gettin rental da weekend oooh shit bitch betta stay da street
YES,rapdream bitch hold nigga get lock nigga go colleg militari differ stori 
YES,simplycaitlin friend hate ratchet hoe
YES, love fuck nigga hoe
YES, hot meat  sexi fuck scalli lad would love meet trainer
YES, sniff  perv scalli lad fuck yeah
YES,p bitch love sosa
YES, thunduh legit watch   second wtf prob caus retard smh
YES, name cat idea mr pussi
YES,  woof sexi thug boy scalli
YES, nonlykeisha see damn phone ring  marri bitch make demand call me
YES, tevin favorit sophomor think hes funni hes realli lmaoo hes littl hoe
YES,  sex posit   call fuck soul outta bitch 
YES,  bore suppos cute faggot sometim
NO,ceee one man trash  anoth man treasur 
YES, got type bad bitch thing like iongotnotyp
YES, thunduh lassen cc  coach want feel get nig doubt
YES, god teeth  gold chain
YES, hoe hoe shhhhh
YES, dc call roller chiraq call thot across america known hoe
YES,jenn  gonna miss bitch bus driverno lie
YES, hate bitch tri put friendzon bitch  tryin score put endzon  soul
NO,uk ashley  ung tri deni bird land mouth gt   hahaha
YES,  yall gimp aint tht bitch huh lol
NO, south take ride   woof
YES,eggleton oh god love victoria mitchel bitch love me
YES, long distanc shit wack knew bitch cheat uh oh
YES, hes right   bitch smh
YES, ban dat pussi life gotta pay  millon dollar fine
YES, rose red violet blue nigger black know that true 
NO, sit window sill window open bird tri fli smack protecttheanim 
YES, nigga gon nigga nigga sound fuckin retard
NO, video entir media like mock  crybabi
YES,imangi    even shi stf kiki mom h angeliqu 
YES,gold t tebow got cut everi team nfl alreadi got hoe starkvill smh 
YES, karma bitch damn godprotectshisangel 
YES, fuckin hot gym pussi  fuck yeah
NO, jihad patron hajjaj alajm arrest kuwait airpo 
YES, call fireman caus turn hoe on
YES, could never bbi lil dick thts got aboion last bitch oh god
YES, watch women tri argu like dick actual fuck pussi hate bitch that
YES, smoke weed public fuck cop man wanna run come retard
NO, tweeti bird tho 
YES, pussi sweet like watermelon 
NO, twitter rapper dm trash link 
YES, loud bitch annoy me
YES, eventu everi bitch turn hoe  truuu
YES,   swear oomf tri talk tomorrow   pussi
YES,jam bitch pretend tf crazi aint never lie
YES, thunduh k bye hoe um bye 
YES, jacki retard blondeproblem least make grill chees
YES, ima keep give pussi ass nigga ah reason hate 
NO, photo  sole heaven
YES, stacey dash   baddest bitch evaaaa
YES, side bitch sunday  
YES,eazi fact baldhead bitch made shit  
YES, fuck wit us tweakin hoe shmurda
NO, actin like th day  
YES,spook
YES, ill break lil bitch neck even feel sorri savag
YES, fuck hot scalli sneakersex sockfetish sniff trainersex  love kinki scalli
YES, yall dumb ass nigga press hoe yall weak fuck fuck weed hoe oreo too
YES, turn bitch eaterrrrrrrrr
YES, trust dese hoe nikk told st stay fan screen shot asap finna come chiraq shoot sumn
YES, thunduh aye yall ima tr ut bowl team frfr tr ut pass tho there two retard
YES, got want bitch  enjoy  crazi pay would love attend
NO, color contact eye
YES,westt fact  dude hoe say got hoe austin
YES,  rea sta smack bitch period  bluffin best
YES, life bitch die 
YES, one us drug still wrong   hahahahahahah  bitch sometim 
YES,  feel pretti fuckin ghetto smh
NO,    coleman swear   man easili easili behind austin nip
YES,jrock true ride die bitch   fuck hahahahah
NO, hgwell charli chaplin  histori photographi
YES,jaylen see bruno bitch ass twitter wtf bruno see drake voic
YES,garza thunduh  cool faggot chill tf cool nigga
YES,garza thunduh  sure bitch frfr tf
YES, twitter sourc news broadcast fuck retard nbc abc cnn fox etc keep quiet
YES, got coupl bitch say know ima let money talk   like wwyd
YES, grudg weirdosand bitch
NO, told mariam cigarett bihday
NO,  browni tonight kind
YES, text back give fuck ill text anoth bitch damn someon h lol
YES,iong ummmmmm okay  got hoe left right  yah thang
YES, use ymxb find slope ass
NO, fit lad nice gear  scalli lad n trainer would get it
YES, hell yeah bro  fuck yeah sexi scalli lad hot gear
YES, help mate  love scalli play fuck yeah
YES, lad lad  fuck yeah love scalli lad action hot trainer too
YES,twoton next year bitch gonna like gotta promis expos 
YES,  hot   lick bitch  fuck yeah eat trainer diy fucker
YES, cincokilbi yall think celebr pussi differ local  yeah meghan good is
NO, ngguk saw ajumma walk begin say wow trash cant even listen  lmaoo
YES, need sox  fuck yeah love kinki scalli lad w rank sox sneak
YES, ever expos femal like that childish bitch nigga shiiii
YES,   yasss
NO, dude rememb wop video   omg find that
YES, thick raw fuck  damn man pussi get workout
NO, rawr   sexi french scalli love frenchscal  sexi scalli woof
YES, nothin life free bitch need write panti
YES,  one bitch want burrito catch potosino huh haha
YES, nigga whole hoe cuz said better
YES, hardcor way eat mac chees
YES, boil water 
YES,  urenotmytyp fade perpetu fresher that real ass bitch rite there
YES, annoy bitch love  judyann pretti
YES, 
YES, h bitch 
YES, look like bitch capacitor
YES, chase money   hoe  
YES, cant stand know want ass nigga  bitch
YES,  shos  way  love chavhot sexi scalli fucker
YES, newli gay bitch kno shit work
YES, bitch want real job becom stripper lol
YES, awww meat meat feelin ainn n feel bitch
YES, want snake bite  industri piercin tattoodem hoe accessori dea 
NO, babi albino   
YES, hoe aint loyal
YES, yassssss order chines  bitch ate taco fat fuck
YES, made bitch lunch  bitch love lunch
YES,a brainer
YES,a pussi day keep devil away 
YES,aint bitch mean
YES,all bitch want babi want children
YES,and bitch must lost 
YES,babi like left side bitch cant cuz street side twitter said aint real do
NO,bae sound like ghetto word use someth els
YES,batter wee cunt jewi cos fuck ex emma batter girl ive nailed move onstop pussi n urself
YES,bleed hoe alexa
YES,boolin bando wit bitch
NO,browni browni love movi 
YES,but need bad bitch that hotter might realist shit paynextdoor ever said that feelin everyday
YES,by way punch bitch
YES,caesar home     much bitch look like let sta ape shit
NO,chines maverick communic comrad  know give imperialist yank birdi 
YES,dad say h snapchat 
YES,do believ hoe fact loyal disagre believ fact loyalest bunchthes hoe
YES,dont know ugli bitch know broke niggasg
YES,dont make make fall live nigga like meee bird favorit song weeknd
YES,dont worri nigga see worri nigga see dat da nigga fuckin bitch
YES,dont ever give pussi away keep tight alright
YES,drop stack caus bitch  on
YES,dumb bitch dumb thing
YES,eat pussi like real nigga hungri
YES,eff let go crippl 
YES,everyth look better bitch next it
YES,facto  care hoe ass look like 
YES,for everi bad bitch nigga tire fuck her
YES,foreign chick lie man bitch beauti
YES,fresh nigga kno need clean bitch kno  work cuz wanna see team rich 
YES,fuck  make rule suck dragon ball bitch call goku
NO,generat asci box nodej see abil bring flappybird node via asci tube bird  
YES,get shit bitch fine bear
YES,get ass back detroit fuckin wigger
YES,girl date okay aint mad unless stab hea love hoe
YES,how know twitter password bitch pleas
YES,have seen show seen hoe hot would thick
YES,he bitch hit hoe 
YES,he marri white woman lucki sumbitch  uncl ruckus
YES,he wanna nigga  trinna save account   omg imma funni ass bitch man that real shit 
YES,her great grandma hoeher grandma hoeher mom hoe hoe long line hoe grandpa carl ever ne
YES,hey go look video man found kidnap girl ohiowhat nigger  shitmybosssay
YES,hey pussi still there
NO,how draft gungho folk send afghanistan war zone show 
YES,how hotter bitch
YES,how talk hoe bout bro n em talk hoe bout bro n em
YES,how crazi bitch hilari
YES, know shoe diy fuck whatev bitch call
NO, thrill billywith hillbilli hea  hahahahaha jesus murphi
YES, call bitch 
YES, cant handl liquor bitch cant handl meeedd  chief sosa
YES, chase dude chase bitch  edgar bautista
YES, love hoe babi forev
YES, even need pictur tamar bitch beat everi pictur
YES, hoe 
NO, found new way chug open mouth alot shitallysay
YES, fuck hate bitch much wanna smack face tongu kiss her
YES, got bitch set like jada picketqueen latifah ride round niec bitch titi
YES, got sister told stop call women bitch
YES, guess night bitch die stewi nigga
YES, bitch bitch bitch eat halibut   freshrhym jerksquad slowstir
YES, ladylov
YES, heard look candi man bitch
YES, hope get mad ladi call bitch bitch bc know name individu katt william 
YES, got number   bitch boy
YES, know shit eatin grin either fuck girl dream sold car know faggot whatd sell
YES, older men caus theyr matur
YES, prolli leav bitch cup hand hand hand
YES, said like it tast like wolf pussi 
YES, taught eat pussi cut hair
YES, use dress like cop too
YES, went jail flock came home wit strike went jail bitch came home dike 
YES, fuck  stand dizzi bitch two uniqu separ phrase overheard relat say  unger
YES, woke like th bitch go back bed
YES, would rather call bitch sir manag
YES,ill beat pussi hard
NO,ill slit throatneck 
YES, funki ass honkey   shout  tonight cabaret  jttour
YES, compar kfc pussi maxoff
YES, download new person order new face bitch love goddamn axl rose yell sex robot
YES, feelin like malcolm middl bitch surround cant miss em
YES, gonna piss dimpl  stop wast prayer trash team lol
YES, probabl main bitch chocol dip cinnamon appl
YES, sick shit man  sit bitch ass  fed bro   geno threw yet anoth pick smh
YES, sorri fuck bitch realli dig nigga 
YES,ib irrit bitch syndrom
YES,if love hide bitch keep shoy
YES,if talk back aint get pussi
YES,if bad bitch put hand high 
YES,imma tie bitch basement donkeyfuck ass two week straight hahahahahahahahaha centmovi beforeiselfdestruct
YES,in mind
NO,is albino mexican
YES,it take true direction accept larri know bitch fan like make boy cri thank upaulforconfirminglarri
YES,it alleg bedroom see word naiv blind bitch know husband cheat ramona dumb
YES,it never late tag bitch 
YES,it dyke hunter dyke dyke 
YES,julia robe ho  nottinghil
NO,just follow yellow brick twitter
YES,lmfaoooooooooooooooooo brook pussi good mama like guess gotta go mama
NO,lol crippl  wendi davi   scientist creat remotecontrol chick studi shi penguin 
YES,let nip ahoy spank mayb
YES,let kill cracker babi wtf hear wow
YES,like correct  wrong pimpin involv smackin bitch money
YES,lmao     pound cake look like pussi  
YES,lmao lo drose adida lighter phone  shit retard
NO,mam rene doet haar rol net ze ongesteld wat ongesteld van dat soo vragen waar je denkt hoe leg ik die weer uit
YES,mayb want friend mayb stupid bitch never know make cum 
NO,mine play dmx kirk franklin smh justcallmebrit well neighbor ghetto  get like beat kid
YES, grandma use call porch monkey time come think refer broken bottl nigger knife 
YES, momma told tell mind  ooo damn motha fuckin busi  knowin bitch
YES, nip freeeeezingand that okay theyr slice bra
YES,
YES, twitter hack   pussi admit said want act like never said it
YES,nah girl aint gon abl make tight sinc russ loss job back like damn bitch realli
YES,nah justmilz  thought photoshop face faggot smmfh hate yall 
YES,new flame song yr bitch super run like
YES,nigga alway yell fuck bitch get money meanwhil theyr broke still want bitch
YES,nigga press pussi eeeeeen nothin
YES,no bitch   nan
YES,no boat hoe pleas thank  mom
NO,ovo  kendrick lamar still trash
YES,on top pregnant ass sorri hoe aint never got money even water broke   riptallt
NO,onli coupl red sox gotten past first base  die laugh mayb yank need teach game
YES,our peopl time aryan race  stand say mongerl turn world ghetto slum 
YES,pistol whip dicka shoot bitch club up
YES, pleas thank  pierc pussi come across timelin 
YES,re machiavel send shot belli  bitch 
YES,robeo one nasti hoe
YES,sorri jb fanreal justin come back top comment justin timberlak video  million view son fuck bitch
YES,search incred stori  white man quest find ingredi necessari make caribbean jerk chicken redneck land
YES,sell soul materi wish fast car bitch tupac smile remix
YES,shake bear  aka two redneck sex dead bear
YES,shall compar thee summer day summer day bitch
YES,she gotta shape pussi lip tho  whole wheat organ pussi 
YES,she said wigga man richtak durag 
YES,she bitch anyway
YES,shes florida got sniff test swamp pussi 
YES,slow fuck bitch know live
YES,so hes good footbal playerbut still act like nig
YES,stop pussi son shove needl hea aftereah
YES,stop look us go eat pussi yuppi fuck
YES,takin straight d finger pussi know put dick 
YES,that aint bro move that hoe move
YES,that girl plain look borderlin ugli chunki hey least got nice smile great person
NO,the devil grow insid hea selfish wick
NO,the water yellow  healthi student
YES,these hoe aint loyal
YES,these hoe keep callin aint pickin up
YES,these sour appl bitter bitch  fuckin wit em
YES,they faggot  oriol petti fuckgot swept outta bitch
YES,they ghetto ass band  get snuck 
NO,they divis trash justmilz saint gon win nfc southwatch
YES, fan wait bitch nigga hate  old hoe date look mama 
YES, ghetto motherfuck missi elliott
NO, recip call leftov browni hell leftov browni that browni eaten yet
YES,those ratchet broad repres white ass cant talk trash caus racist shit black
YES,trust noneee bitch 
YES,twitter twitter bitch twitter life
NO,two road diverg yellow wood chose one jtunheimr
YES, got k bitch niggaal haymon antonio tarver
YES,uhuh empti hea empti bottl yellow cab would like catch cuz latest ex made mad
YES,use girlfriend got hoe lookin good girl fuckin low
YES,virgin pussi     regular pussi      oomf pussi 
YES,whaaaaaat lmaooo   that luv fat bitch cuz yall got big ole titti phat booti
YES,walk bitch like nigga made it
YES,we hate nigger hate faggot hate spicskkk ralli
YES,were queer
YES,well bitch biolog said 
YES,what  gotta repo spam   ladi  head game better pussi
YES,when  done hoe pass squad g
YES,who fuck callin jiggaboo nigga
YES,whi peopl think gay marriag okay be nd sorri want futur son see  fag walk street hold hand an
YES,whi littl bitch chris aint six bitch  allison mom
YES,whi would want play pussi   dead snl
YES,whi would wanna green ranger hes evil duh bitch
YES,whi would want pussi side burn that good question hyung hahahahaha 
YES,will shank bitch cevich
YES,work   get rough day hahaha hoe
YES,wow bitch 
YES,yall forget brand new babi girl home bitch cooki burn
NO,yah said word mtzraymegyptian peopl ysrahal inherit kushiteethiopian
NO,yaoooooooo imjamaican mawnin yardi 
YES,  bitch horn tryna shoot porn   that sh wohi toni
YES,  sublet pussi shitfahdsay
YES,  feet smell like puss  whut  like flower bitch  omg
YES,  mama bitch   one sentenc end relationship
YES,  aint gunna shit spear chucker
YES,  aint bitch favorit respons long text
YES,  boy pussi cat
YES,  cunt
YES,  pull pussi dodg collect panti alright stor jake 
YES,  take someon ghetto cant take ghetto them
YES,  like us color folk hell color white fuck 
YES,  got hella hoe 
NO,  hit light line toco bell  morn diana back hous miracl  charli 
YES,  look cute today  realli helll swerv hoe
NO,  look like littl bird help get dress morn
YES,  ol trout mouth ass bitch 
YES,  talk like fag shit retard that cool scro lot tard live total kickass live
YES,  took land could make retard diaper sureus imagecool redskin nfl concuss joke
YES, ure garden rose bitch weed
YES, ure fuck 
YES, ur queer 
YES, ur homeboy look bad give cash hoe
NO, ur teeth like star aww thank yeah yellow far away other
YES,yup fuck em hoesss play like trash   clipper wanna play lol
YES,aint time hoe get ariana mom say us
YES,are bitch  
YES,a  even kill handicap crippl bitcheslook scalp real close see tripl six
YES,bitch freak shit
YES,bitch vagina littl resili 
YES,but love nah bitch aint love
YES,but pussi root drama attribut put head mama
YES,call keyshawn johnson caus  catchin erri hoe
YES,captain save hoe annoy phrase
YES,day judgement everybodi gonna look big jumbotron watch fuck majjinn bu bitch
YES,dont let side bitch settl might headbutt evelyn
YES,dont show bitch unless look like dolli paon
YES,fuck   pussi ass hater go suck dick die quick  someon  utub comment think wed good friend
NO,hick raver venn diagram larg intersect
YES,hoe suck dick cus look like john stockton hit em wit choppa luke fatherrr  
YES,if work place id deck aye fuck right id give tyson  combo nd end uppercut shut fuck bitch
YES,if suck dick dip keeper true redneck woman  kim dad
YES, gonna rip bitch apa
YES,it britney bitch  bibl leviticus  
YES,nigga bitch bitch ass nigga dike ass hoe black ass bright ass hoe fag tag scalli wag
