YES,paradox ima steal cat n replace pitbull    paradox bitch it
YES,amp hes gone always hoe
YES,son bitch took tic tacs
YES,all wanna get money fuck model bitches  russell simmons
YES, probably mind school much deal bitch ass teachers retweet
YES,  fucking fag said
YES, females think dating pussy cute  stuff make pussy
NO, simplyaddictedtoguys  woof hot scally lad
YES, ever asked bitch bitches  kanye voice yes
YES, gone bring side bitch game know gf friends   swear
NO,  woof hot soles
NO, lemmie eat oreo dishes one oreo lol
YES,   bitch fuck  maybe get better 
YES, fuck red malone man bitch ass niggah could please use complete sentences
NO, eggplant emoj doey say looked like scream lmao
YES, hennessey venom gt   thats one sexy bitch
YES, seh pussy wetter shower cuainahmesehwetnessltlmao
YES,hen eaglesnation every eagles need see pic posted bitch said racist shit
YES, fuck skateboarding yall wood pushing faggots man ball life 
NO, baby monkey bathtime 
YES,  aint shit  damn skippy lol
YES, ever kill ant sidewalk think damn nigga way get pussyno bs must gtchance
YES, kudabrazyy   rings  mvps  bitches lol
YES, ppl talk bad ghettohood  kid growing nigga funnnnnnn 
YES, facts tattoostattoo  hes pussy tattooing nipples
YES,   ayden bitches wanting act like niggas bad  shit aint cuteeeee niggas act like bitches
YES, get worshiping bitch  woof
YES, wow    lost buttcheek piercings  yeah hoe
YES, sis shed rather broke bitch shrugs shell tell works her
YES,   queer gaywad
YES,  faggot read tweets dat k even funny lol
YES, bitch ungrateful  fr  lulwhore
YES, kidnapped bitch
YES,baby thunduh alsarabsss hes beaner smh tell hes mexican
YES,  happy bihday nigs thanks  
YES, teacher tells  homework  bitch need go
YES,   nigga eating hoe hell yea john paul nigga said john paul 
YES, would yall lil ugly bald headed bitches stop making makeup weave
YES, leafs better win damn game go riot shit earlychristmas better sta looting nig
YES, going back school sucks dick hoes attend it
YES, way fuck bitch   year old
YES, thunduh come never bring food car retard
YES, richnow show hella tinder hoes  friend anymore chill brought like like  prople
YES, bout cowboys shutup pussy
YES, lmaooooooooooo nigga nuhcare  ltbitch want likes depressing shitfoh
YES,cee aeri girl know spitting g shit going lbvsbitch plz
YES,cee let make couple tweets cuzzo page get twitter jaillmao bitch trick again
YES, harlem shake excuse go full retard  seconds
YES, amen miley   need act like hoe bc emotionally damaged foh
YES, one loyal female wayyyyy better hoes  idc 
YES, pussy licking pussy meow meow stopwhitepeople  
YES,
YES,holloway check th man cowboysnation even faggot ny fans stands
YES, happen vixen ent bitches got ran threw side like foothill bitch
YES, thunduh  bitch okay nudes pat  wow
YES,  fucking gay blacklisted hoe holding tehgodclan anyway 
YES, fuck wrong bitches nobody knows
YES, yall shut upp make bitch
YES, hate  pregnant type bitch
YES,q got bitches dm ever readem top 
NO, baseball season win yankees love staed
YES, little stupid bitch fuck  ooooouuuu
YES, really asked dead ass serious tho could say bitch wheet lol
NO,  early bird  night owl  wise worms
NO, overdosing heavy drugs sound bad tonight pussy shit every day
NO,grillo pit bulls photographed lovely fairy tale creatures 
YES,ghost bravo aw fag tweet aw lol
NO, long lakers trash could careless thats real cc  hahaha
YES,  say anything tho kiss faggot
NO, play soccer cheat girls wear khak coloured cargos haircut   yup
YES, could go fat ass bitch lap same
YES,  missed calls das po bitch twitter finna screamn freemoneymelle
YES,al side bitch gotta know rules shitanybody ask cousin jersey thinkin bout moving lmmfao 
YES,    amo los pies  fuck yeah
YES, hoes thinking meat slap ass  ainna bruh
YES, yall bitches wit edges talking 
YES, yall still going trick treating year nahhell yeah ima da sweet tooth bandit steal bitches bags n shit
YES, wanna sex mom fuck right pussy came damn got hacked like fuck
YES,jones kiss eyes open watch bitchlmfao
YES, woulda coulda shoulda ass hoe 
YES,ltf happy bday bitch ass nigga preciate bitch roll up
YES,   used send bitch up
YES, ugly bitches like  wcw duh bitch aint nobody elses
YES, bravo nigga know hacky sack hoes nah throw look passes lmao
YES, glad  getting outta atlanta nothing bunch niggas outta jail dumb bitches mad kids fuckin em
NO, ghettoits sma   idc
YES, would wife hoe cuz care cheating force relationship first place
YES, single excuse hoe luu
YES, white boy power bitch black power bitch
YES, lets get drunk get blowed spit shit spark blunts fuck hoes bro white dudes chill
YES, abrupt bitch around world back been
YES,  get dick sucked pay bad bitch  fr gone set   
YES, oomf soooo cute probably hoes lot
YES, every caoon alway nuffsaid saving hoes  damn captain saveahoe
NO, wants get nose bad bois scally chav sockfetish stinking  hot sox legs
YES, wish bitch like brother keezy  ooooow bet do
YES, dressed cat halloween basic pussy
YES, pornhub get gaming stream feature dumb bitches gtfo  get katielt
YES, stop scared choke sex bitch ass niggas shell like says guy hits women bed foh
YES, thunduh ha well iguess make hoes loyal bro theyll never loyal hoes nig
YES,  oh man  molly ho fuck seed fixed
YES, man refer every girl bitch
YES, lmfao cat staed beating shit nigga finally got pussy nigga
NO, peel peel bring back rewind back  move shaq line ooooow tf said trash
YES,  io io al record ho vine sa pe hahahaha anywaaaaaays haha
YES,  naw old tape new cover  upcoming mixtape kingofthehill yeah  waiting hoe mayne
YES, ol diy foot ass bitches funny me
YES,shawn thunduh thats get yellow flags amazing  hell yeah niggy
YES, got time bitches actin iffy
NO, ucfpinkpay come stay alive knights nation still early bird special comeatmeut
YES, hoes aint loyal  aint 
YES, bruh studs keep thinking  soft hell ask girl many times screamed bitch oh okay stf bye hoe
YES, dry pussy bitches always blame condom
YES, shut bitch ass  
YES, gucc mane jail dropping mixtapes every month hoes cant even text back
YES, love hoes money wats wrong niggas
YES, loyal bitch burbs without daddy issues like finding holographic mewtwo sounding like lol
YES, easy cum easy hoe thats fact 
YES, charlie sheen real  major fucking respect charlie sheen
YES, wish bae 
YES,mike fuck twerking bitch cook 
YES,  bitch wtf 
YES,thegreat  thegreat shut zoe fight pussy zoe  good man good maam move along now
YES, fucking snake bitches  em
YES,aizah big booty hoes everywhere sheesh  damn 
NO, stay tuned  update repo    weeks  bum
NO,rad  play soccer cheat girls wear khak coloured cargos haircut  yes lmfao
YES, oregon chokes every year get field trash ass program rft
YES, def cowboy   terrell owens best eagle cowboy ever dude cried like bitch tv romo
YES, lmfaoooo hate black people  theres black people niggers
YES,   could bitch potent
NO,  pissed lad past would lick diy soles slept
NO,  love frat boy w soft long soles
NO,  sexy lad hot soles arches
YES, thunduh nah fam gotta cheat hoes depends female feel
NO,nojas vontethekidd  got hicks lol
YES, new twitter confusing shit go back south america bitch
YES,x toto means ass vagina think pussy cause toto sant like nasty pussy
YES, actually choose ugly bitch ass must fat
YES, bitch kill vibe tried  dis love miley 
YES,  tired bitches saying look mean  nigga big af wear tight shis gr everybody
NO,  birds grandkids may never see thanks climate change   climate
YES, stay beautiful bitch
YES, wutkinda
YES, money getting taller bitches getting blurry
YES, aint never seen bitch obsessed nigga  obsessed mine 
YES,ted kobe stay talking trash lets forget  austin meant one smh
YES, least  nigger 
YES,fakingg people always asking  mixed bad asian bitch lol
YES, whiteponyjr ariza snake coward least cripple like hero roach lmaoo
NO,itaintso  fosters home imaginary trash whoa chill
YES, lowkey tired tired quiet go sleep hoe
YES,  stop bringing weird niggers mentions  
YES,brat love hoes 
YES, girl cant homeboys ol weak bitch ass nigga
YES, palomino think worst advice gave  pussy speed lol
YES, quote tweet favorite animalpussy
YES,success hate strippers tell theyre dancers hoe ballet dancers pop pussy beethoven stripper
YES, andrewbryant poff double vision  beers
YES, bitches twerk computer
YES,    prince  nobody takin bitch
NO,  welfaregovernment aid claimed white people yall black slander trash now
YES, bitches care play role
YES,kaaat took find hiding lime tree
YES, drakes new shoes released nikejordan yes theres glitter shoes  dudes fag
NO,  inna d ghetto alone lmaoo
NO,    hoes austin teach us austin teach get curved thats know
YES, bitches cant cook know suck dick  ones both
YES, fat hoes get chose lol
YES, hoesaintloyal well theyre hoesno one expects loyal
YES, scrooge neverustt ol bitch ass 
YES, bruh  tired niggas retweetin miley cyrus naked bitch aint types bad lmaooo
YES, tony romo mavs game mean still bitch fuk cowgirls bitch fuck  u
YES,  holy shit freddie highmore charlie chocolate factory
YES, want sex gf feel like  using  anonymous whata faggot
YES,  one followers    somebody bitch dont
YES,jenkins bitch always bitching clearly care annoying bitch
YES, catfish hoes thinkin slick niggas catching 
YES, cant worry bitch aint worried bout real
YES, side hoes insecure niggas cant handle real one
YES,stokes   bitch come scooting tent like fuck shit 
YES,stokes cousin said share hoes brothers said sharing caring love brothers 
YES,probz  hungry ionn wanna spend money foodbroke hoe problems 
YES, dese hoes lyin us nigga
YES,  oh yeah fuck bitch
NO, el manning threw nflleading th interception season trash
NO, usc senior rb anthony brown calls head coach steve sarkisian racist quits team   hes bitch
YES, guess also zero time mansplaining adios stf pussy
NO, chilling   sexy scally lad
YES, aint sharing bitch mines mines 
YES, money impress simple broke bitches
YES, pisces never anybodys bitch let people control change rigghhht
NO,jonez   tuk ho idk blah blah blah 
NO,jonez    mad cuh hahaha suure tuk ho ita 
YES, hoes crazy
YES,babee aint ever gonna slice bitch kevin ha 
YES, oomf fuckin fine tho  dam  bitch
YES, wonder girl gave head  boys drink magaluf twitter probly sends nudes fags
YES, newsatquestions
YES, hickies thighs right pussy gtgtgt right
YES,lu would still love  longer  ung beautiful ugly monkey ass
YES,   yall come frontbitch aint coming
YES,  faggot bitch 
YES,realistsam  yea  ipad work friday lets ball faggot work 
NO,  scally lad would get it
YES, gerryshalloweenpay  halloween yesterday stupid nigger
YES, chrus still supahot tho walks teacher test drops test bitch fohead 
YES,  love eating pussy never get full eat shit forever ever
YES,gfg  gfg  slushes hoes nasty anyway famthem hoes taste like meds
YES,gfg  slushes hoes nasty anyway fam
YES,gfg bobby bitchby  getting live fuck hell yea play hoe workout
YES, bitch gucc mane    bitch stoner  
YES, ride bitch handle bars
YES, aint hoe get traphoussseeeee
NO,  sad tv character deaths still bitter   stark man
YES,jack harbor bitches pay bus hoes all
YES,  pussy love it
YES, ultraviolence video coming little bitch mtvhottest lana del rey  
YES, way fuck bitch 
NO, smuggler explains helped fighters along jihad highway 
YES,  aww avis look cute together    gotta get ike av bitch 
YES, drc simple hoedont worry exposed  fight mewhy 
YES, whys bitch boosting 
YES, nonlykeisha bet bitches   k bye
YES,xpdotjdot damn near gotta protect tweets stalkers annoying got dope dick drive bitches loco
YES,  making marack girlfriend   aye pullin hoes like taught  u
YES,angiee bruno fag boy love me
YES,von drc must bitch  sike naw always beefing 
NO,  yankees look rally bottom th rallycap
YES,  take advantage nice person hoes everyjuan
YES, happy bihday bitch nigga  thanks pal
YES, sad knowing hoes fuck bc aint got stacks wait till friday
YES, cinco shit harder fucc niggayee fucc wit rich homie cuz dats homeboy fucc nicca
YES,  ewww said last sundayas last sunday read nigs
YES,badabing punch real niggas face cause pussy nigga gonna punch right back strong mush shake
YES,beedontcare pussy still fresh lt something stank girls say
YES,geewillikers ass slapping one greatest things haha  slapped girl ass  got mad aint get pussy week
YES,tommycollins   yeah texans much better fucking retard see mad this
YES,malibubarbie nd wtf dark bitches blonde please several seats hoe looking like blackampmilds here
YES,sugga theres lane bitches need stay  left n get right fuck outta face 
YES,sneakyb hate boys deny bitches  smh
YES,taradise nigs still saying yall eat butt straight face
YES, urewelcome  boss ass bitch needs sit corner
YES,iwantfranny hes hoe  cant
YES,prettyflvck paul thinkin bout gettin rentals da weekend oooh shit bitches betta stay da streets
YES,rapdreams bitches hold nigga get locked nigga go college military different story 
YES,simplycaitlin friends hate ratchet hoe
YES, love fuck niggas hoes
YES, hot meat  sexy fuck scally lad would love meet trainers
YES, sniff  perved scally lad fuck yeah
YES,p bitches love sosa
YES, thunduh legit watched   seconds wtf prob cause retarded smh
YES, name cat ideas mr pussy
YES,  woof sexy thug boy scally
YES, nonlykeisha see damn phone ringing  married bitches makes demands called me
YES, tevin favorite sophomore think hes funny hes really lmaoo hes little hoe
YES,  sex positions   call fucking soul outta bitch 
YES,  bored supposed cute faggot sometimes
NO,ceee one mans trash  another mans treasure 
YES, got type bad bitches thing like iongotnotype
YES, thunduh lassen cc  coach wants feel get nig doubt
YES, god teeth  gold chain
YES, hoe hoe shhhhh
YES, dc call rollers chiraq call thots across america known hoe
YES,jenn  gonna miss bitch bus driverno lie
YES, hate bitches try put friendzone bitch  tryin score put endzone  soul
NO,uk ashley  ung tried deny bird landed mouth gt   hahaha
YES,  yall gimped aint tht bitch huh lol
NO, south take ride   woof
YES,eggleton oh god love victoria mitchell bitches love me
YES, long distance shit wack knew bitch cheating uh oh
YES, hes right   bitches smh
YES, ban dat pussy life gotta pay  millon dollar fine
YES, roses red violets blue niggers black know thats true 
NO, sitting window sill window open bird tries fly smacked protecttheanimals 
YES, nigga gon nigga nigga sound fuckin retarded
NO, video entire media likely mock  crybaby
YES,imangie    even shy stf kikis mom h angelique 
YES,gold t tebow got cut every team nfl already got hoes starkville smh 
YES, karma bitch damn godprotectshisangels 
YES, fuckin hot gym pussy  fuck yeah
NO, jihad patron hajjaj alajm arrested kuwait airpo 
YES, call fireman cause turn hoes on
YES, could never bby lil dick thts got aboion last bitch oh god
YES, watch women try argue like dick actually fucked pussy hate bitches that
YES, smoke weed public fuck cops man wanna run come retarded
NO, tweety bird tho 
YES, pussy sweet like watermelon 
NO, twitter rappers dm trash links 
YES, loud bitches annoy me
YES, eventually every bitch turns hoe  truuu
YES,   swear oomf try talking tomorrow   pussy
YES,jam bitches pretending tf crazy aint never lied
YES, thunduh k bye hoe um bye 
YES, jackies retard blondeproblems least make grilled cheese
YES, ima keep giving pussy ass niggas ah reason hate 
NO, photo  sole heaven
YES, stacey dash   baddest bitch evaaaa
YES, side bitch sunday  
YES,eazy facts baldheaded bitch made shit  
YES, fuck wit us tweakin hoe shmurda
NO, actin like th day  
YES,spook
YES, ill break lil bitch neck even feel sorry savage
YES, fucking hot scally sneakersex sockfetish sniff trainersex  love kinky scallies
YES, yall dumb ass niggas pressed hoes yall weak fuck fuck weed hoes oreos too
YES, turn bitch eaterrrrrrrrr
YES, trust dese hoes nikk told st stay fans screen shot asap finna come chiraq shoot sumn
YES, thunduh aye yall ima tr ut bowling team frfr tr uts passed tho theres two retard
YES, got want bitch  enjoy  crazy pay would love attend
NO, colored contacts eyes
YES,westt facts  dudes hoes say got hoes austin
YES,  rea sta smacking bitches period  bluffin best
YES, lifes bitch die 
YES, one us drugs still wrong   hahahahahahah  bitch sometimes 
YES,  feeling pretty fuckin ghetto smh
NO,    coleman swears   man easily easily behind austin nip
YES,jrock true ride die bitch   fuck hahahahah
NO, hgwells charlie chaplin  history photography
YES,jaylene see brunos bitch ass twitter wtf brunos sees drake voice
YES,garza thunduh  cool faggot chill tf cool nigga
YES,garza thunduh  sure bitch frfr tf
YES, twitter source news broadcast fucking retards nbc abc cnn fox etc keeping quiet
YES, got couple bitches saying know ima let money talk   like wwyd
YES, grudges weirdosand bitches
NO, told mariam cigarettes bihday
NO,  brownies tonight kind
YES, text back give fuck ill text another bitch damn someone h lol
YES,iong ummmmmm okay  got hoes left right  yah thang
YES, using ymxb find slope ass
NO, fit lads nice gear  scally lads n trainers would get it
YES, hell yeah bro  fuck yeah sexy scally lad hot gear
YES, helping mate  love scally play fuck yeah
YES, lads lads  fuck yeah love scally lad action hot trainers too
YES,twotone next year bitches gonna like gotta promise expose 
YES,  hot   lick bitch  fuck yeah eat trainer diy fucker
YES, cincokilby yall think celebrity pussy different locals  yeah meghan goods is
NO, ngguk saw ajumma walk beginning saying wow trash cant even listen  lmaoo
YES, need sox  fuck yeah love kinky scally lad w rank sox sneaks
YES, ever expose females like thats childish bitch nigga shiiii
YES,   yasss
NO, dude remember wop video   omg find that
YES, thick raw fuck  damn man pussy getting workout
NO, rawr   sexy french scally love frenchscally  sexy scally woof
YES, nothin life free bitches need write panties
YES,  one bitches want burrito catch potosino huh haha
YES, niggas whole hoes cuz said better
YES, hardcore way eat mac cheese
YES, boil water 
YES,  urenotmytype fade perpetually fresher thats real ass bitch rite there
YES, annoying bitch love  judyanns pretty
YES, 
YES, h bitch 
YES, look like bitch capacitor
YES, chase money   hoes  
YES, cant stand know want ass nigga  bitch
YES,  shos  way  love chavhot sexy scally fucker
YES, newly gay bitches kno shit works
YES, bitch want real job become strippers lol
YES, awww meat meat feelins ainn n feelings bitch
YES, want snake bites  industrial piercin tattoodem hoe accessories dea 
NO, baby albino   
YES, hoes aint loyal
YES, yassssss ordered chinese  bitch ate tacos fat fuck
YES, made bitch lunch  bitches love lunch
YES,a brainer
YES,a pussy day keeps devil away 
YES,aint bitch mean
YES,all bitches want baby want children
YES,and bitch must lost 
YES,baby like left side bitch cant cuz street side twitter said aint real do
NO,bae sounds like ghetto word use something else
YES,batter wee cunt jewis cos fucked ex emma battering girls ive nailedive moved onstop pussy n urself
YES,bleed hoe alexa
YES,boolin bando wit bitches
NO,brownies brownie love movie 
YES,but need bad bitch thats hotter might realist shit paynextdoor ever said thats feelin everyday
YES,by way punch bitches
YES,caesar home     much bitch looks like lets sta ape shit
NO,chinese maverick communicating comrade  know giving imperialist yanks birdie 
YES,dad say h snapchat 
YES,do believe hoes fact loyal disagree believe fact loyalest bunchthese hoes
YES,dont know ugly bitches know broke niggasgates
YES,dont make make fall live nigga like meee birds favorite songs weeknd
YES,dont worry nigga see worry nigga see dats da nigga fuckin bitch
YES,dont ever give pussy away keep tight alright
YES,dropped stack cause bitch  on
YES,dumb bitches dumb things
YES,eat pussy like real nigga hungry
YES,eff lets go cripple 
YES,everything look better bitch next it
YES,facto  cares hoe ass looks like 
YES,for every bad bitch nigga tired fucking her
YES,foreign chick lie man bitch beautiful
YES,fresh nigga kno need clean bitch kno  working cuz wanna see team rich 
YES,fuck  make rules suck dragon balls bitch call goku
NO,generate asci boxes nodejs see ability bring flappybird node via asci tubes bird  
YES,get shit bitch fine bear
YES,get ass back detroit fuckin wigger
YES,girls dated okay aint mad unless stabbed hea love hoe
YES,how know twitter password bitch please
YES,have seen shows seen hoes hot would thick
YES,he bitch hitting hoe 
YES,he married white woman lucky sumbitch  uncle ruckus
YES,he wanna nigga  trinna savings account   omg imma funny ass bitch man thats real shit 
YES,her great grandmas hoeher grandmas hoeher moms hoe hoe long line hoes grandpa carl ever ne
YES,hey go look video man found kidnapped girls ohiowhat nigger  shitmybosssays
YES,hey pussy still there
NO,how draft gungho folks send afghanistan war zones show 
YES,how hotter bitch
YES,how talking hoes bout bro n em talking hoes bout bro n em
YES,how crazy bitch hilarious
YES, know shoes diy fuck whatever bitch call
NO, thrill billywith hillbilly hea  hahahahaha jesus murphy
YES, call bitch 
YES, cant handle liquor bitches cant handle meeedd  chief sosa
YES, chase dudes chase bitches  edgar bautista
YES, love hoes baby forever
YES, even need picture tamar bitch beat every picture
YES, hoes 
NO, found new way chug open mouth alot shitallysays
YES, fucking hate bitch much wanna smack face tongue kiss her
YES, got bitch set like jada picketqueen latifah riding round nieces bitch titi
YES, got sister told stop calling women bitches
YES, guess night bitches die stewie nigga
YES, bitch bitch bitch eating halibut   freshrhymes jerksquad slowstir
YES, ladylove
YES, heard looking candy man bitch
YES, hope get mad ladies call bitches bitches bc know names individually katt williams 
YES, got number   bitch boy
YES, know shit eatin grin either fucked girl dreams sold car know faggot whatd sell
YES, older men cause theyre mature
YES, prolly leave bitch cups hand hand hand
YES, said like it tastes like wolf pussy 
YES, taught eat pussy cut hair
YES, used dress like cop too
YES, went jail flock came home wit strike went jail bitch came home dike 
YES, fuck  stand dizzy bitch two unique separate phrases overheard relative saying  unger
YES, woke like th bitch go back bed
YES, would rather call bitch sir manager
YES,ill beat pussy hard
NO,ill slit throatneck 
YES, funky ass honkey   shout  tonight cabaret  jttour
YES, comparing kfc pussy maxoff
YES, downloading new personality ordering new face bitch love goddamn axl rose yelling sex robot
YES, feelin like malcolm middle bitches surround cant miss em
YES, gonna piss dimple  stop wasting prayers trash teams lol
YES, probably main bitch chocolate dipped cinnamon apple
YES, sick shit man  sit bitch ass  fed bro   geno threw yet another pick smh
YES, sorry fucked bitch really dig nigga 
YES,ibs irritable bitch syndrome
YES,if love hide bitch keep shoy
YES,if talk back aint getting pussy
YES,if bad bitch put hands high 
YES,imma tie bitch basement donkeyfuck ass two weeks straight hahahahahahahahaha centmovie beforeiselfdestruct
YES,in mind
NO,is albino mexican
YES,it takes true directioner accept larry know bitch fans like make boys cry thank upaulforconfirminglarry
YES,its allegations bedroom see words naive blind bitch know husband cheated ramona dumb
YES,its never late tag bitch 
YES,its dykes hunter dyke dyke 
YES,julia robes ho  nottinghill
NO,just follow yellow brick twitter
YES,lmfaoooooooooooooooooo brooks pussy good mama like guess gotta go mama
NO,lol cripple  wendy davis   scientists create remotecontrolled chick study shy penguins 
YES,lets nips ahoy spank maybe
YES,lets kill cracker babies wtf hear wow
YES,like correct  wrong pimpin involve smackin bitches money
YES,lmao     pound cake look like pussy  
YES,lmao lo drose adidas lighter phone  shit retarded
NO,mam rene doet haar rol net ze ongesteld wat ongesteld van dat soo vragen waar je denkt hoe leg ik die weer uit
YES,maybe wants friend maybe stupid bitch never know make cum 
NO,mine plays dmx kirk franklin smh justcallmebrit well neighbors ghetto  get like beat kids
YES, grandma used call porch monkey time come think refer broken bottle nigger knife 
YES, momma told tell mind  ooo damn motha fuckin business  knowin bitch
YES, nips freeeeezingand thats okay theyre slicing bra
YES,
YES, twitter hacked   pussy admit said want act like never said it
YES,nah girl aint gon able make tight since russ loss job back like damn bitch really
YES,nah justmilz  thought photoshopped face faggot smmfh hate yall 
YES,new flame song yr bitch super run like
YES,niggas always yelling fuck bitches get money meanwhile theyre broke still want bitches
YES,niggas pressed pussy eeeeeen nothin
YES,no bitches   nan
YES,no boats hoes please thanks  mom
NO,ovo  kendrick lamar still trash
YES,on top pregnant ass sorry hoe aint never got money even water broke   riptallt
NO,only couple red sox gotten past first base  dying laughing maybe yanks need teach game
YES,our people time aryan race  stand say mongerls turn world ghetto slum 
YES,pistol whip dicka shoot bitch club up
YES, please thanks  pierced pussy come across timeline 
YES,re machiavell send shots belly  bitch 
YES,robeo one nasty hoe
YES,sorry jb fanreally justin come back top comment justin timberlake video  million views son fucking bitch
YES,searching incredible story  white mans quest find ingredients necessary make caribbean jerked chicken redneck land
YES,selling soul material wishes fast cars bitches tupac smile remix
YES,shake bear  aka two rednecks sex dead bear
YES,shall compare thee summers day summers day bitch
YES,she gotta shape pussy lips tho  whole wheat organic pussy 
YES,she said wigga man richtake durag 
YES,she bitch anyway
YES,shes florida got sniff test swamp pussies 
YES,slow fuck bitch know live
YES,so hes good football playerbut still acts like nig
YES,stop pussy son shove needle hea aftereah
YES,stop looking us go eat pussy yuppie fucks
YES,takin straight d finger pussy know put dick 
YES,that aint bro moves thats hoe moves
YES,that girl plain looking borderline ugly chunky hey least got nice smile great personality
NO,the devil grows inside heas selfish wicked
NO,the water yellow  healthy student
YES,these hoes aint loyal
YES,these hoes keep callin aint pickin up
YES,these sour apple bitter bitches  fuckin wit em
YES,they faggots  orioles petty fuckgot swept outta bitch
YES,they ghetto ass bands  gets snuck 
NO,they division trash justmilz saints gon win nfc southwatch
YES, fans waited bitch niggas hated  old hoes dated look mama 
YES, ghetto motherfuckers missy elliott
NO, recipe calls leftover brownie hell leftover brownie thats brownie eaten yet
YES,those ratchet broads represent white ass cant talk trash cause racist shit black
YES,trust noneeee bitch 
YES,twitter twitter bitch twitter life
NO,two roads diverged yellow wood chose one jtunheimr
YES, got k bitch niggaal haymon antonio tarver
YES,uhuh empty hea empty bottle yellow cab would like catch cuz latest ex made mad
YES,used girlfriend got hoes lookin good girl fuckin low
YES,virgin pussy     regular pussy      oomf pussy 
YES,whaaaaaat lmaooo   thats luv fat bitches cuz yall got big ole titties phat booties
YES,walked bitch like nigga made it
YES,we hate niggers hate faggots hate spicskkk rally
YES,were queer
YES,well bitch biology said 
YES,what  gotta repo spam   ladies  head game better pussy
YES,when  done hoe pass squad g
YES,who fuck callin jiggaboo nigga
YES,why people think gay marriage okay be nd sorry want future son seeing  fags walking street holding hands an
YES,why little bitch chris aint six bitch  allisons mom
YES,why would want play pussy   dead snl
YES,why would wanna green ranger hes evil duh bitch
YES,why would want pussy side burns thats good question hyung hahahahaha 
YES,will shank bitch ceviche
YES,work   gets rough days hahaha hoes
YES,wow bitch 
YES,yall forget brand new baby girl home bitch cookies burning
NO,yah said word mtzraymegyptians people ysrahal inheritance kushiteethiopians
NO,yaoooooooo imjamaican mawnin yardies 
YES,  bitch horn tryna shoot porn   thats sh wohy tony
YES,  sublet pussy shitfahdsays
YES,  feet smell like puss  whut  like flowers bitch  omg
YES,  mama bitch   one sentence ended relationship
YES,  aint gunna shit spear chucker
YES,  aint bitch favorite response long texts
YES,  boys pussy cats
YES,  cunt
YES,  pull pussy dodge collect panties alright stor jake 
YES,  take someone ghetto cant take ghetto them
YES,  like us colored folks hell colored white fucks 
YES,  got hella hoes 
NO,  hit lights line toco bell  morning dianas back house miracle  charlie 
YES,  look cute today  really helll swerve hoe
NO,  look like little birds help get dressed morning
YES,  ol trout mouth ass bitch 
YES,  talk like fag shits retarded thats cool scro lots tards living total kickass lives
YES,  took land could make retarded diapers sureuse imagecool redskins nfl concussion jokes
YES, ure garden rose bitch weed
YES, ure fucked 
YES, ur queer 
YES, ur homeboy looking bad giving cash hoes
NO, ur teeth like stars aww thanks yeah yellow far away other
YES,yup fuck em hoesss playing like trash   clippers wanna play lol
YES,aint time hoes get arianas mom says us
YES,are bitches  
YES,a  even kill handicapped crippled bitcheslook scalp real close see triple sixes
YES,bitch freak shit
YES,bitch vagina little resilient 
YES,but love nah bitch aint love
YES,but pussy root drama attribute put head mama
YES,call keyshawn johnson cause  catchin erry hoe
YES,captain save hoe annoying phrase
YES,day judgement everybody gonna looking big jumbotron watching fuck majjinn bu bitch
YES,dont let side bitch settle might headbutt evelyn
YES,dont show bitch unless look like dolly paon
YES,fuck   pussy ass hater go suck dick die quick  someone  utube comments think wed good friends
NO,hick raver venn diagram large intersection
